logical_index,event,event_name,t_ns,relative_ms,delta_ms,tid,session_id,stream_id,seq_num,first_unacked,nack_bitmap,object_id,callback_id,client_key,len,result,aux
222,11,ACK_UPDATE,4885374005792,321.321536,0.012672,10704,129,128,,25,0x0000,0,0,0x00000001,0,1,0
223,3,SEQ_ASSIGNED,4885374488896,321.804640,0.483104,10704,0,128,25,0,0x0000,0,0,0x00000000,14,1,0
224,4,QUEUE_NEW,4885374498816,321.814560,0.009920,10704,0,128,25,0,0x0000,0,0,0x00000000,14,1,0
225,5,SEND_BEGIN,4885374606784,321.922528,0.107968,10703,129,128,25,0,0x0000,0,0,0x00000001,14,0,0
226,6,UART_WRITE_BEGIN,4885374614592,321.930336,0.007808,10703,129,128,25,0,0x0000,0,0,0x00000001,21,0,0
227,7,UART_WRITE_END,4885374635968,321.951712,0.021376,10703,129,128,25,0,0x0000,0,0,0x00000001,0,21,0
228,3,SEQ_ASSIGNED,4885374642720,321.958464,0.006752,10704,0,128,26,0,0x0000,0,0,0x00000000,14,1,0
229,4,QUEUE_NEW,4885374692800,322.008544,0.050080,10704,0,128,26,0,0x0000,0,0,0x00000000,14,1,0
230,8,SEND_END,4885374703648,322.019392,0.010848,10703,129,128,25,0,0x0000,0,0,0x00000001,0,1,0
231,5,SEND_BEGIN,4885374710560,322.026304,0.006912,10703,129,128,26,0,0x0000,0,0,0x00000001,14,0,0
232,6,UART_WRITE_BEGIN,4885374716640,322.032384,0.006080,10703,129,128,26,0,0x0000,0,0,0x00000001,21,0,0
233,7,UART_WRITE_END,4885374741504,322.057248,0.024864,10703,129,128,26,0,0x0000,0,0,0x00000001,0,21,0
234,8,SEND_END,4885374747712,322.063456,0.006208,10703,129,128,26,0,0x0000,0,0,0x00000001,0,1,0
235,3,SEQ_ASSIGNED,4885376096352,323.412096,1.348640,10704,0,128,27,0,0x0000,0,0,0x00000000,14,1,0
236,4,QUEUE_NEW,4885376106080,323.421824,0.009728,10704,0,128,27,0,0x0000,0,0,0x00000000,14,1,0
237,5,SEND_BEGIN,4885376142432,323.458176,0.036352,10703,129,128,27,0,0x0000,0,0,0x00000001,14,0,0
238,6,UART_WRITE_BEGIN,4885376149984,323.465728,0.007552,10703,129,128,27,0,0x0000,0,0,0x00000001,21,0,0
239,7,UART_WRITE_END,4885376170176,323.485920,0.020192,10703,129,128,27,0,0x0000,0,0,0x00000001,0,21,0
240,8,SEND_END,4885376177536,323.493280,0.007360,10703,129,128,27,0,0x0000,0,0,0x00000001,0,1,0
241,9,ACKNACK_RX,4885379069152,326.384896,2.891616,10704,129,128,,26,0x0000,0,0,0x00000001,0,1,0
242,11,ACK_UPDATE,4885379079648,326.395392,0.010496,10704,129,128,,26,0x0000,0,0,0x00000001,0,1,0
243,12,HEARTBEAT_QUEUE,4885470141888,417.457632,91.062240,10705,129,128,27,26,0x0000,0,0,0x00000001,0,1,0
244,9,ACKNACK_RX,4885474453472,421.769216,4.311584,10704,129,128,,26,0x0003,0,0,0x00000001,0,1,0
245,10,RETX_QUEUE,4885474463904,421.779648,0.010432,10704,129,128,26,26,0x0003,0,0,0x00000001,14,1,0
246,10,RETX_QUEUE,4885474484736,421.800480,0.020832,10704,129,128,27,26,0x0003,0,0,0x00000001,14,1,0
247,11,ACK_UPDATE,4885474490720,421.806464,0.005984,10704,129,128,,26,0x0003,0,0,0x00000001,0,1,0
248,5,SEND_BEGIN,4885474520032,421.835776,0.029312,10703,129,128,26,0,0x0000,0,0,0x00000001,14,0,0
249,6,UART_WRITE_BEGIN,4885474527808,421.843552,0.007776,10703,129,128,26,0,0x0000,0,0,0x00000001,21,0,0
250,7,UART_WRITE_END,4885474549504,421.865248,0.021696,10703,129,128,26,0,0x0000,0,0,0x00000001,0,21,0
251,8,SEND_END,4885474555712,421.871456,0.006208,10703,129,128,26,0,0x0000,0,0,0x00000001,0,1,0
252,5,SEND_BEGIN,4885474560224,421.875968,0.004512,10703,129,128,27,0,0x0000,0,0,0x00000001,14,0,0
253,6,UART_WRITE_BEGIN,4885474565152,421.880896,0.004928,10703,129,128,27,0,0x0000,0,0,0x00000001,21,0,0
254,7,UART_WRITE_END,4885474577184,421.892928,0.012032,10703,129,128,27,0,0x0000,0,0,0x00000001,0,21,0
255,8,SEND_END,4885474582304,421.898048,0.005120,10703,129,128,27,0,0x0000,0,0,0x00000001,0,1,0
256,9,ACKNACK_RX,4885497844896,445.160640,23.262592,10704,129,128,,27,0x0001,0,0,0x00000001,0,1,0
257,10,RETX_QUEUE,4885497856096,445.171840,0.011200,10704,129,128,27,27,0x0001,0,0,0x00000001,14,1,0
258,11,ACK_UPDATE,4885497883616,445.199360,0.027520,10704,129,128,,27,0x0001,0,0,0x00000001,0,1,0
259,9,ACKNACK_RX,4885497893632,445.209376,0.010016,10704,129,128,,28,0x0000,0,0,0x00000001,0,1,0
260,11,ACK_UPDATE,4885497899872,445.215616,0.006240,10704,129,128,,28,0x0000,0,0,0x00000001,0,1,0
261,5,SEND_BEGIN,4885498020800,445.336544,0.120928,10703,129,128,27,0,0x0000,0,0,0x00000001,14,0,0
262,6,UART_WRITE_BEGIN,4885498028544,445.344288,0.007744,10703,129,128,27,0,0x0000,0,0,0x00000001,21,0,0
263,7,UART_WRITE_END,4885498055872,445.371616,0.027328,10703,129,128,27,0,0x0000,0,0,0x00000001,0,21,0
264,8,SEND_END,4885498062496,445.378240,0.006624,10703,129,128,27,0,0x0000,0,0,0x00000001,0,1,0
265,3,SEQ_ASSIGNED,4885498264224,445.579968,0.201728,10704,0,128,28,0,0x0000,0,0,0x00000000,14,1,0
266,4,QUEUE_NEW,4885498272928,445.588672,0.008704,10704,0,128,28,0,0x0000,0,0,0x00000000,14,1,0
267,5,SEND_BEGIN,4885498314752,445.630496,0.041824,10703,129,128,28,0,0x0000,0,0,0x00000001,14,0,0
268,6,UART_WRITE_BEGIN,4885498319968,445.635712,0.005216,10703,129,128,28,0,0x0000,0,0,0x00000001,21,0,0
269,7,UART_WRITE_END,4885498336000,445.651744,0.016032,10703,129,128,28,0,0x0000,0,0,0x00000001,0,21,0
270,8,SEND_END,4885498341856,445.657600,0.005856,10703,129,128,28,0,0x0000,0,0,0x00000001,0,1,0
271,3,SEQ_ASSIGNED,4885498399776,445.715520,0.057920,10704,0,128,29,0,0x0000,0,0,0x00000000,14,1,0
272,4,QUEUE_NEW,4885498407552,445.723296,0.007776,10704,0,128,29,0,0x0000,0,0,0x00000000,14,1,0
273,5,SEND_BEGIN,4885498436832,445.752576,0.029280,10703,129,128,29,0,0x0000,0,0,0x00000001,14,0,0
274,6,UART_WRITE_BEGIN,4885498441888,445.757632,0.005056,10703,129,128,29,0,0x0000,0,0,0x00000001,21,0,0
275,7,UART_WRITE_END,4885498455040,445.770784,0.013152,10703,129,128,29,0,0x0000,0,0,0x00000001,0,21,0
276,8,SEND_END,4885498460320,445.776064,0.005280,10703,129,128,29,0,0x0000,0,0,0x00000001,0,1,0
277,3,SEQ_ASSIGNED,4885499760896,447.076640,1.300576,10704,0,128,30,0,0x0000,0,0,0x00000000,14,1,0
278,4,QUEUE_NEW,4885499770752,447.086496,0.009856,10704,0,128,30,0,0x0000,0,0,0x00000000,14,1,0
279,5,SEND_BEGIN,4885499879392,447.195136,0.108640,10703,129,128,30,0,0x0000,0,0,0x00000001,14,0,0
280,6,UART_WRITE_BEGIN,4885499886944,447.202688,0.007552,10703,129,128,30,0,0x0000,0,0,0x00000001,21,0,0
281,7,UART_WRITE_END,4885499908128,447.223872,0.021184,10703,129,128,30,0,0x0000,0,0,0x00000001,0,21,0
282,8,SEND_END,4885499914784,447.230528,0.006656,10703,129,128,30,0,0x0000,0,0,0x00000001,0,1,0
283,9,ACKNACK_RX,4885502458944,449.774688,2.544160,10704,129,128,,28,0x0000,0,0,0x00000001,0,1,0
284,11,ACK_UPDATE,4885502466912,449.782656,0.007968,10704,129,128,,28,0x0000,0,0,0x00000001,0,1,0
285,9,ACKNACK_RX,4885504620832,451.936576,2.153920,10704,129,128,,29,0x0000,0,0,0x00000001,0,1,0
286,11,ACK_UPDATE,4885504632480,451.948224,0.011648,10704,129,128,,29,0x0000,0,0,0x00000001,0,1,0
287,9,ACKNACK_RX,4885523994560,471.310304,19.362080,10704,129,128,,30,0x0000,0,0,0x00000001,0,1,0
288,11,ACK_UPDATE,4885524020448,471.336192,0.025888,10704,129,128,,30,0x0000,0,0,0x00000001,0,1,0
289,9,ACKNACK_RX,4885524030368,471.346112,0.009920,10704,129,128,,31,0x0000,0,0,0x00000001,0,1,0
290,11,ACK_UPDATE,4885524037952,471.353696,0.007584,10704,129,128,,31,0x0000,0,0,0x00000001,0,1,0
291,3,SEQ_ASSIGNED,4885524422304,471.738048,0.384352,10704,0,128,31,0,0x0000,0,0,0x00000000,14,1,0
292,4,QUEUE_NEW,4885524432512,471.748256,0.010208,10704,0,128,31,0,0x0000,0,0,0x00000000,14,1,0
293,5,SEND_BEGIN,4885524478496,471.794240,0.045984,10703,129,128,31,0,0x0000,0,0,0x00000001,14,0,0
294,6,UART_WRITE_BEGIN,4885524485792,471.801536,0.007296,10703,129,128,31,0,0x0000,0,0,0x00000001,21,0,0
295,7,UART_WRITE_END,4885524514784,471.830528,0.028992,10703,129,128,31,0,0x0000,0,0,0x00000001,0,21,0
296,8,SEND_END,4885524521216,471.836960,0.006432,10703,129,128,31,0,0x0000,0,0,0x00000001,0,1,0
297,3,SEQ_ASSIGNED,4885524589696,471.905440,0.068480,10704,0,128,32,0,0x0000,0,0,0x00000000,14,1,0
298,4,QUEUE_NEW,4885524597696,471.913440,0.008000,10704,0,128,32,0,0x0000,0,0,0x00000000,14,1,0
299,5,SEND_BEGIN,4885524670144,471.985888,0.072448,10703,129,128,32,0,0x0000,0,0,0x00000001,14,0,0
300,6,UART_WRITE_BEGIN,4885524675584,471.991328,0.005440,10703,129,128,32,0,0x0000,0,0,0x00000001,21,0,0
301,7,UART_WRITE_END,4885524693824,472.009568,0.018240,10703,129,128,32,0,0x0000,0,0,0x00000001,0,21,0
302,8,SEND_END,4885524699680,472.015424,0.005856,10703,129,128,32,0,0x0000,0,0,0x00000001,0,1,0
303,3,SEQ_ASSIGNED,4885525798304,473.114048,1.098624,10704,0,128,33,0,0x0000,0,0,0x00000000,14,1,0
304,4,QUEUE_NEW,4885525807360,473.123104,0.009056,10704,0,128,33,0,0x0000,0,0,0x00000000,14,1,0
305,5,SEND_BEGIN,4885525881024,473.196768,0.073664,10703,129,128,33,0,0x0000,0,0,0x00000001,14,0,0
306,6,UART_WRITE_BEGIN,4885525888160,473.203904,0.007136,10703,129,128,33,0,0x0000,0,0,0x00000001,21,0,0
307,7,UART_WRITE_END,4885525918912,473.234656,0.030752,10703,129,128,33,0,0x0000,0,0,0x00000001,0,21,0
308,8,SEND_END,4885525925280,473.241024,0.006368,10703,129,128,33,0,0x0000,0,0,0x00000001,0,1,0
309,9,ACKNACK_RX,4885530576768,477.892512,4.651488,10704,129,128,,31,0x0001,0,0,0x00000001,0,1,0
310,10,RETX_QUEUE,4885530585152,477.900896,0.008384,10704,129,128,31,31,0x0001,0,0,0x00000001,14,1,0
311,5,SEND_BEGIN,4885530641600,477.957344,0.056448,10703,129,128,31,0,0x0000,0,0,0x00000001,14,0,0
312,6,UART_WRITE_BEGIN,4885530704928,478.020672,0.063328,10703,129,128,31,0,0x0000,0,0,0x00000001,21,0,0
313,7,UART_WRITE_END,4885530721472,478.037216,0.016544,10703,129,128,31,0,0x0000,0,0,0x00000001,0,21,0
314,8,SEND_END,4885530727808,478.043552,0.006336,10703,129,128,31,0,0x0000,0,0,0x00000001,0,1,0
315,11,ACK_UPDATE,4885530746176,478.061920,0.018368,10704,129,128,,31,0x0001,0,0,0x00000001,0,1,0
316,9,ACKNACK_RX,4885535909568,483.225312,5.163392,10704,129,128,,33,0x0000,0,0,0x00000001,0,1,0
317,11,ACK_UPDATE,4885535922656,483.238400,0.013088,10704,129,128,,33,0x0000,0,0,0x00000001,0,1,0
318,12,HEARTBEAT_QUEUE,4885670338080,617.653824,134.415424,10705,129,128,33,33,0x0000,0,0,0x00000001,0,1,0
319,9,ACKNACK_RX,4885674766112,622.081856,4.428032,10704,129,128,,33,0x0001,0,0,0x00000001,0,1,0
320,10,RETX_QUEUE,4885674776992,622.092736,0.010880,10704,129,128,33,33,0x0001,0,0,0x00000001,14,1,0
321,11,ACK_UPDATE,4885674802240,622.117984,0.025248,10704,129,128,,33,0x0001,0,0,0x00000001,0,1,0
322,5,SEND_BEGIN,4885674846624,622.162368,0.044384,10703,129,128,33,0,0x0000,0,0,0x00000001,14,0,0
323,6,UART_WRITE_BEGIN,4885674876320,622.192064,0.029696,10703,129,128,33,0,0x0000,0,0,0x00000001,21,0,0
324,7,UART_WRITE_END,4885674930624,622.246368,0.054304,10703,129,128,33,0,0x0000,0,0,0x00000001,0,21,0
325,8,SEND_END,4885674938560,622.254304,0.007936,10703,129,128,33,0,0x0000,0,0,0x00000001,0,1,0
326,9,ACKNACK_RX,4885696483168,643.798912,21.544608,10704,129,128,,34,0x0000,0,0,0x00000001,0,1,0
327,11,ACK_UPDATE,4885696493888,643.809632,0.010720,10704,129,128,,34,0x0000,0,0,0x00000001,0,1,0
328,3,SEQ_ASSIGNED,4885697028800,644.344544,0.534912,10704,0,128,34,0,0x0000,0,0,0x00000000,14,1,0
329,4,QUEUE_NEW,4885697038144,644.353888,0.009344,10704,0,128,34,0,0x0000,0,0,0x00000000,14,1,0
330,5,SEND_BEGIN,4885697081632,644.397376,0.043488,10703,129,128,34,0,0x0000,0,0,0x00000001,14,0,0
331,6,UART_WRITE_BEGIN,4885697088992,644.404736,0.007360,10703,129,128,34,0,0x0000,0,0,0x00000001,21,0,0
332,7,UART_WRITE_END,4885697167200,644.482944,0.078208,10703,129,128,34,0,0x0000,0,0,0x00000001,0,21,0
333,8,SEND_END,4885697174304,644.490048,0.007104,10703,129,128,34,0,0x0000,0,0,0x00000001,0,1,0
334,3,SEQ_ASSIGNED,4885697190816,644.506560,0.016512,10704,0,128,35,0,0x0000,0,0,0x00000000,14,1,0
335,4,QUEUE_NEW,4885697197120,644.512864,0.006304,10704,0,128,35,0,0x0000,0,0,0x00000000,14,1,0
336,5,SEND_BEGIN,4885697230944,644.546688,0.033824,10703,129,128,35,0,0x0000,0,0,0x00000001,14,0,0
337,6,UART_WRITE_BEGIN,4885697236384,644.552128,0.005440,10703,129,128,35,0,0x0000,0,0,0x00000001,21,0,0
338,7,UART_WRITE_END,4885697275488,644.591232,0.039104,10703,129,128,35,0,0x0000,0,0,0x00000001,0,21,0
339,8,SEND_END,4885697281344,644.597088,0.005856,10703,129,128,35,0,0x0000,0,0,0x00000001,0,1,0
340,3,SEQ_ASSIGNED,4885698394880,645.710624,1.113536,10704,0,128,36,0,0x0000,0,0,0x00000000,14,1,0
341,4,QUEUE_NEW,4885698404800,645.720544,0.009920,10704,0,128,36,0,0x0000,0,0,0x00000000,14,1,0
342,5,SEND_BEGIN,4885698604352,645.920096,0.199552,10703,129,128,36,0,0x0000,0,0,0x00000001,14,0,0
343,6,UART_WRITE_BEGIN,4885698610944,645.926688,0.006592,10703,129,128,36,0,0x0000,0,0,0x00000001,21,0,0
344,7,UART_WRITE_END,4885698630112,645.945856,0.019168,10703,129,128,36,0,0x0000,0,0,0x00000001,0,21,0
345,8,SEND_END,4885698636512,645.952256,0.006400,10703,129,128,36,0,0x0000,0,0,0x00000001,0,1,0
346,9,ACKNACK_RX,4885703241856,650.557600,4.605344,10704,129,128,,35,0x0000,0,0,0x00000001,0,1,0
347,11,ACK_UPDATE,4885703251104,650.566848,0.009248,10704,129,128,,35,0x0000,0,0,0x00000001,0,1,0
348,9,ACKNACK_RX,4885703260288,650.576032,0.009184,10704,129,128,,36,0x0000,0,0,0x00000001,0,1,0
349,11,ACK_UPDATE,4885703266496,650.582240,0.006208,10704,129,128,,36,0x0000,0,0,0x00000001,0,1,0
350,12,HEARTBEAT_QUEUE,4885870538816,817.854560,167.272320,10705,129,128,36,36,0x0000,0,0,0x00000001,0,1,0
351,9,ACKNACK_RX,4885874925632,822.241376,4.386816,10704,129,128,,36,0x0001,0,0,0x00000001,0,1,0
352,10,RETX_QUEUE,4885874935264,822.251008,0.009632,10704,129,128,36,36,0x0001,0,0,0x00000001,14,1,0
353,11,ACK_UPDATE,4885874951904,822.267648,0.016640,10704,129,128,,36,0x0001,0,0,0x00000001,0,1,0
354,5,SEND_BEGIN,4885874974208,822.289952,0.022304,10703,129,128,36,0,0x0000,0,0,0x00000001,14,0,0
355,6,UART_WRITE_BEGIN,4885874981216,822.296960,0.007008,10703,129,128,36,0,0x0000,0,0,0x00000001,21,0,0
356,7,UART_WRITE_END,4885875002624,822.318368,0.021408,10703,129,128,36,0,0x0000,0,0,0x00000001,0,21,0
357,8,SEND_END,4885875008640,822.324384,0.006016,10703,129,128,36,0,0x0000,0,0,0x00000001,0,1,0
358,9,ACKNACK_RX,4885896957152,844.272896,21.948512,10704,129,128,,37,0x0000,0,0,0x00000001,0,1,0
359,11,ACK_UPDATE,4885896971232,844.286976,0.014080,10704,129,128,,37,0x0000,0,0,0x00000001,0,1,0
360,3,SEQ_ASSIGNED,4885897624032,844.939776,0.652800,10704,0,128,37,0,0x0000,0,0,0x00000000,14,1,0
361,4,QUEUE_NEW,4885897637376,844.953120,0.013344,10704,0,128,37,0,0x0000,0,0,0x00000000,14,1,0
362,5,SEND_BEGIN,4885897712288,845.028032,0.074912,10703,129,128,37,0,0x0000,0,0,0x00000001,14,0,0
363,6,UART_WRITE_BEGIN,4885897723040,845.038784,0.010752,10703,129,128,37,0,0x0000,0,0,0x00000001,21,0,0
364,7,UART_WRITE_END,4885897749664,845.065408,0.026624,10703,129,128,37,0,0x0000,0,0,0x00000001,0,21,0
365,8,SEND_END,4885897759072,845.074816,0.009408,10703,129,128,37,0,0x0000,0,0,0x00000001,0,1,0
366,3,SEQ_ASSIGNED,4885897847168,845.162912,0.088096,10704,0,128,38,0,0x0000,0,0,0x00000000,14,1,0
367,4,QUEUE_NEW,4885897857856,845.173600,0.010688,10704,0,128,38,0,0x0000,0,0,0x00000000,14,1,0
368,5,SEND_BEGIN,4885897915424,845.231168,0.057568,10703,129,128,38,0,0x0000,0,0,0x00000001,14,0,0
369,6,UART_WRITE_BEGIN,4885897924992,845.240736,0.009568,10703,129,128,38,0,0x0000,0,0,0x00000001,21,0,0
370,7,UART_WRITE_END,4885897947712,845.263456,0.022720,10703,129,128,38,0,0x0000,0,0,0x00000001,0,21,0
371,8,SEND_END,4885897956832,845.272576,0.009120,10703,129,128,38,0,0x0000,0,0,0x00000001,0,1,0
372,3,SEQ_ASSIGNED,4885899542144,846.857888,1.585312,10704,0,128,39,0,0x0000,0,0,0x00000000,14,1,0
373,4,QUEUE_NEW,4885899550816,846.866560,0.008672,10704,0,128,39,0,0x0000,0,0,0x00000000,14,1,0
374,5,SEND_BEGIN,4885899621664,846.937408,0.070848,10703,129,128,39,0,0x0000,0,0,0x00000001,14,0,0
375,6,UART_WRITE_BEGIN,4885899628384,846.944128,0.006720,10703,129,128,39,0,0x0000,0,0,0x00000001,21,0,0
376,7,UART_WRITE_END,4885899664800,846.980544,0.036416,10703,129,128,39,0,0x0000,0,0,0x00000001,0,21,0
377,8,SEND_END,4885899671520,846.987264,0.006720,10703,129,128,39,0,0x0000,0,0,0x00000001,0,1,0
378,9,ACKNACK_RX,4885908394496,855.710240,8.722976,10704,129,128,,38,0x0000,0,0,0x00000001,0,1,0
379,11,ACK_UPDATE,4885908407488,855.723232,0.012992,10704,129,128,,38,0x0000,0,0,0x00000001,0,1,0
380,9,ACKNACK_RX,4885908417536,855.733280,0.010048,10704,129,128,,39,0x0000,0,0,0x00000001,0,1,0
381,11,ACK_UPDATE,4885908424320,855.740064,0.006784,10704,129,128,,39,0x0000,0,0,0x00000001,0,1,0
382,9,ACKNACK_RX,4885908431072,855.746816,0.006752,10704,129,128,,40,0x0000,0,0,0x00000001,0,1,0
383,11,ACK_UPDATE,4885908438208,855.753952,0.007136,10704,129,128,,40,0x0000,0,0,0x00000001,0,1,0
384,3,SEQ_ASSIGNED,4885929308096,876.623840,20.869888,10704,0,128,40,0,0x0000,0,0,0x00000000,14,1,0
385,4,QUEUE_NEW,4885929321088,876.636832,0.012992,10704,0,128,40,0,0x0000,0,0,0x00000000,14,1,0
386,5,SEND_BEGIN,4885929381152,876.696896,0.060064,10703,129,128,40,0,0x0000,0,0,0x00000001,14,0,0
387,6,UART_WRITE_BEGIN,4885929390400,876.706144,0.009248,10703,129,128,40,0,0x0000,0,0,0x00000001,21,0,0
388,7,UART_WRITE_END,4885929415328,876.731072,0.024928,10703,129,128,40,0,0x0000,0,0,0x00000001,0,21,0
389,8,SEND_END,4885929423808,876.739552,0.008480,10703,129,128,40,0,0x0000,0,0,0x00000001,0,1,0
390,3,SEQ_ASSIGNED,4885929584608,876.900352,0.160800,10704,0,128,41,0,0x0000,0,0,0x00000000,14,1,0
391,4,QUEUE_NEW,4885929596288,876.912032,0.011680,10704,0,128,41,0,0x0000,0,0,0x00000000,14,1,0
392,5,SEND_BEGIN,4885929765248,877.080992,0.168960,10703,129,128,41,0,0x0000,0,0,0x00000001,14,0,0
393,6,UART_WRITE_BEGIN,4885929778400,877.094144,0.013152,10703,129,128,41,0,0x0000,0,0,0x00000001,21,0,0
394,7,UART_WRITE_END,4885929803584,877.119328,0.025184,10703,129,128,41,0,0x0000,0,0,0x00000001,0,21,0
395,8,SEND_END,4885929815328,877.131072,0.011744,10703,129,128,41,0,0x0000,0,0,0x00000001,0,1,0
396,3,SEQ_ASSIGNED,4885931144288,878.460032,1.328960,10704,0,128,42,0,0x0000,0,0,0x00000000,14,1,0
397,4,QUEUE_NEW,4885931153632,878.469376,0.009344,10704,0,128,42,0,0x0000,0,0,0x00000000,14,1,0
398,5,SEND_BEGIN,4885931205536,878.521280,0.051904,10703,129,128,42,0,0x0000,0,0,0x00000001,14,0,0
399,6,UART_WRITE_BEGIN,4885931213344,878.529088,0.007808,10703,129,128,42,0,0x0000,0,0,0x00000001,21,0,0
400,7,UART_WRITE_END,4885931234528,878.550272,0.021184,10703,129,128,42,0,0x0000,0,0,0x00000001,0,21,0
401,8,SEND_END,4885931241152,878.556896,0.006624,10703,129,128,42,0,0x0000,0,0,0x00000001,0,1,0
402,9,ACKNACK_RX,4885936251872,883.567616,5.010720,10704,129,128,,41,0x0000,0,0,0x00000001,0,1,0
403,11,ACK_UPDATE,4885936262848,883.578592,0.010976,10704,129,128,,41,0x0000,0,0,0x00000001,0,1,0
404,9,ACKNACK_RX,4885936271232,883.586976,0.008384,10704,129,128,,42,0x0000,0,0,0x00000001,0,1,0
405,11,ACK_UPDATE,4885936277376,883.593120,0.006144,10704,129,128,,42,0x0000,0,0,0x00000001,0,1,0
406,12,HEARTBEAT_QUEUE,4886070734752,1018.050496,134.457376,10705,129,128,42,42,0x0000,0,0,0x00000001,0,1,0
407,9,ACKNACK_RX,4886075137920,1022.453664,4.403168,10704,129,128,,42,0x0001,0,0,0x00000001,0,1,0
408,10,RETX_QUEUE,4886075151424,1022.467168,0.013504,10704,129,128,42,42,0x0001,0,0,0x00000001,14,1,0
409,11,ACK_UPDATE,4886075176736,1022.492480,0.025312,10704,129,128,,42,0x0001,0,0,0x00000001,0,1,0
410,5,SEND_BEGIN,4886075206464,1022.522208,0.029728,10703,129,128,42,0,0x0000,0,0,0x00000001,14,0,0
411,6,UART_WRITE_BEGIN,4886075215968,1022.531712,0.009504,10703,129,128,42,0,0x0000,0,0,0x00000001,21,0,0
412,7,UART_WRITE_END,4886075305216,1022.620960,0.089248,10703,129,128,42,0,0x0000,0,0,0x00000001,0,21,0
413,8,SEND_END,4886075314816,1022.630560,0.009600,10703,129,128,42,0,0x0000,0,0,0x00000001,0,1,0
414,9,ACKNACK_RX,4886103679072,1050.994816,28.364256,10704,129,128,,43,0x0000,0,0,0x00000001,0,1,0
415,11,ACK_UPDATE,4886103692352,1051.008096,0.013280,10704,129,128,,43,0x0000,0,0,0x00000001,0,1,0
416,3,SEQ_ASSIGNED,4886104195360,1051.511104,0.503008,10704,0,128,43,0,0x0000,0,0,0x00000000,14,1,0
417,4,QUEUE_NEW,4886104209984,1051.525728,0.014624,10704,0,128,43,0,0x0000,0,0,0x00000000,14,1,0
418,5,SEND_BEGIN,4886104386944,1051.702688,0.176960,10703,129,128,43,0,0x0000,0,0,0x00000001,14,0,0
419,6,UART_WRITE_BEGIN,4886104397760,1051.713504,0.010816,10703,129,128,43,0,0x0000,0,0,0x00000001,21,0,0
420,3,SEQ_ASSIGNED,4886104428928,1051.744672,0.031168,10704,0,128,44,0,0x0000,0,0,0x00000000,14,1,0
421,4,QUEUE_NEW,4886104441632,1051.757376,0.012704,10704,0,128,44,0,0x0000,0,0,0x00000000,14,1,0
422,7,UART_WRITE_END,4886104486592,1051.802336,0.044960,10703,129,128,43,0,0x0000,0,0,0x00000001,0,21,0
423,8,SEND_END,4886104496768,1051.812512,0.010176,10703,129,128,43,0,0x0000,0,0,0x00000001,0,1,0
424,5,SEND_BEGIN,4886104504192,1051.819936,0.007424,10703,129,128,44,0,0x0000,0,0,0x00000001,14,0,0
425,6,UART_WRITE_BEGIN,4886104511936,1051.827680,0.007744,10703,129,128,44,0,0x0000,0,0,0x00000001,21,0,0
426,7,UART_WRITE_END,4886104562848,1051.878592,0.050912,10703,129,128,44,0,0x0000,0,0,0x00000001,0,21,0
427,8,SEND_END,4886104571648,1051.887392,0.008800,10703,129,128,44,0,0x0000,0,0,0x00000001,0,1,0
428,3,SEQ_ASSIGNED,4886105321280,1052.637024,0.749632,10704,0,128,45,0,0x0000,0,0,0x00000000,14,1,0
429,4,QUEUE_NEW,4886105335328,1052.651072,0.014048,10704,0,128,45,0,0x0000,0,0,0x00000000,14,1,0
430,5,SEND_BEGIN,4886105477184,1052.792928,0.141856,10703,129,128,45,0,0x0000,0,0,0x00000001,14,0,0
431,6,UART_WRITE_BEGIN,4886105487296,1052.803040,0.010112,10703,129,128,45,0,0x0000,0,0,0x00000001,21,0,0
432,7,UART_WRITE_END,4886105512640,1052.828384,0.025344,10703,129,128,45,0,0x0000,0,0,0x00000001,0,21,0
433,8,SEND_END,4886105522464,1052.838208,0.009824,10703,129,128,45,0,0x0000,0,0,0x00000001,0,1,0
434,9,ACKNACK_RX,4886130231776,1077.547520,24.709312,10704,129,128,,44,0x0000,0,0,0x00000001,0,1,0
435,11,ACK_UPDATE,4886130247776,1077.563520,0.016000,10704,129,128,,44,0x0000,0,0,0x00000001,0,1,0
436,9,ACKNACK_RX,4886130261024,1077.576768,0.013248,10704,129,128,,45,0x0000,0,0,0x00000001,0,1,0
437,11,ACK_UPDATE,4886130294496,1077.610240,0.033472,10704,129,128,,45,0x0000,0,0,0x00000001,0,1,0
438,9,ACKNACK_RX,4886130305472,1077.621216,0.010976,10704,129,128,,46,0x0000,0,0,0x00000001,0,1,0
439,11,ACK_UPDATE,4886130315136,1077.630880,0.009664,10704,129,128,,46,0x0000,0,0,0x00000001,0,1,0
440,3,SEQ_ASSIGNED,4886130721632,1078.037376,0.406496,10704,0,128,46,0,0x0000,0,0,0x00000000,14,1,0
441,4,QUEUE_NEW,4886130732960,1078.048704,0.011328,10704,0,128,46,0,0x0000,0,0,0x00000000,14,1,0
442,5,SEND_BEGIN,4886130894400,1078.210144,0.161440,10703,129,128,46,0,0x0000,0,0,0x00000001,14,0,0
443,6,UART_WRITE_BEGIN,4886130904608,1078.220352,0.010208,10703,129,128,46,0,0x0000,0,0,0x00000001,21,0,0
444,7,UART_WRITE_END,4886130977888,1078.293632,0.073280,10703,129,128,46,0,0x0000,0,0,0x00000001,0,21,0
